,price,gameNumber,topprize,overallodds,topprizeavail,extrachances,secondChance,startDate,endDate,lastdatetoclaim,dateexported,gameName,Winning Tickets At Start,Winning Tickets Unclaimed,Photo,topprizestarting,topprizeremain,Total at start,Total remaining,Non-prize at start,Non-prize remaining,topprizeodds,Current Odds of Top Prize,Change in Current Odds of Top Prize,Current Odds of Any Prize,Change in Current Odds of Any Prize,Odds of Profit Prize,Starting Odds of Profit Prize,Change in Odds of Profit Prize,Probability of Winning Any Prize,Starting Probability of Winning Any Prize,Change in Probability of Any Prize,Probability of Winning Profit Prize,Starting Probability of Winning Profit Prize,Change in Probability of Profit Prize,StdDev of All Prizes,StdDev of Profit Prizes,Odds of Any Prize + 3 StdDevs,Odds of Profit Prize + 3 StdDevs,Max Tickets to Buy,Expected Value of Any Prize (as % of cost),Change in Expected Value of Any Prize,Expected Value of Profit Prize (as % of cost),Change in Expected Value of Profit Prize,Percent of Prizes Remaining,Percent of Profit Prizes Remaining,Ratio of Decline in Prizes to Decline in Losing Ticket,FAQ,About,Directory,Data Date,Days Since Start,Rank by Best Probability of Winning Any Prize,Rank by Best Probability of Winning Profit Prize,Rank by Least Expected Losses,Rank by Most Available Prizes,Rank by Best Change in Probabilities,Rank Average,Overall Rank,Rank by Cost,Stats Page
10,1,233,5000,4.82,,,2nd Chance,02/03/2026,,,2026-04-04,Rapid Refund,469100,272704,https://www.mslottery.com/wp-content/uploads/2026/01/rapidrefund-thumb.jpg?x25431,5,4,2261062.0,1314433.28,1791962.0,1041729.28,452212.4,452212.4,0.0,4.82,-2.1301956086578128e-07,9.44,9.305164821597597,0.014656386661187923,0.20746892386298882,0.2074688796680498,-4.419493901397509e-08,0.10591486975753044,0.10746719904186616,0.0015523292843357267,0.035291763014295076,0.02223242677379849,9.44474745092689,14.991500576107422,12.0,0.39,-0.021172902658023553,0.38945081263175835,-0.021172902658023553,0.61,0.6157295872434898,0.9999997042135831,,,,2026-04-04,60,54.333333333333336,52.333333333333336,51.0,70.66666666666667,53.166666666666664,56.30000000000001,69.0,8.0,/mississippi-statistics-for-each-scratch-off-game
11,20,213,500000,3.40,,,2nd Chance,12/23/2025,,,2026-04-04,$100 Million Extravaganza,2223790,2162295,https://www.mslottery.com/wp-content/uploads/2025/12/100me-rereleased-1024x1024.jpg?x25431,5,5,7560886.0,7351803.0,5337096.0,5189508.0,1512177.2,1512177.2,0.0,3.4,0.0,5.15,5.151520065408462,0.00014180191654347747,0.29411764705882354,0.29411764705882354,0.0,0.1940899395699259,0.1941174618953387,2.7522325412809856e-05,0.03801116769710617,0.03140302175086033,8.769317063242552,10.614610796160548,6.0,0.42,6.035885786959357e-05,0.421737769632837,6.035885786959357e-05,0.98,0.9773797671565938,1.0,,,,2026-04-04,102,48.0,35.666666666666664,72.0,86.66666666666667,62.75,61.016666666666666,82.0,7.0,/mississippi-statistics-for-each-scratch-off-game
12,30,232,1000000,3.84,,,2nd Chance,01/06/2026,,,2026-04-04,Millionaire Maker,1441209,1256961,https://www.mslottery.com/wp-content/uploads/2025/12/millionairemaker-website-1024x1024.jpg?x25431,10,9,5534242.56,4826730.24,4093033.5599999996,3569769.24,553424.2559999999,553424.2559999999,0.0,3.84,-4.972310190901978e-08,3.84,3.839999611437342,5.146509549892572e-08,0.2604166796153918,0.26041669301776105,1.3402369269943648e-08,0.2604166796153918,0.26041669301776105,1.3402369269943648e-08,0.051366082414197343,0.051366082414197343,6.4893329754068745,6.4893329754068745,5.0,0.53,0.00011791947375935418,0.5293633578012443,0.00011791947375935418,0.87,0.8735083155213058,1.0000003511009095,,,,2026-04-04,88,32.333333333333336,32.0,90.0,88.0,68.83333333333333,62.233333333333334,88.0,1.0,/mississippi-statistics-for-each-scratch-off-game
13,5,231,75000,3.58,,,2nd Chance,01/06/2026,,,2026-04-04,Classic Bingo,299340,188761,https://www.mslottery.com/wp-content/uploads/2025/12/classicbingo-website-1024x1024.jpg?x25431,2,1,1071637.2,675764.38,772297.2,487003.38,535818.6,535818.6,0.0,3.58,-5.623261764363047e-07,6.88,6.843235545792411,0.005275267520818231,0.27932976601298676,0.2793296610699332,-1.0494305358044187e-07,0.14536287816456633,0.14612970623448052,0.0007668280699141827,0.04227538305194312,0.02508647420568071,7.88447995157852,13.285575638668176,8.0,0.41,-0.004459015041056647,0.4067425906085556,-0.004459015041056647,0.62,0.6198462563833239,0.9999993586784816,,,,2026-04-04,88,38.333333333333336,45.0,63.0,61.666666666666664,54.166666666666664,52.43333333333334,54.0,19.0,/mississippi-statistics-for-each-scratch-off-game
14,2,230,20000,4.54,,,2nd Chance,01/06/2026,,,2026-04-04,Emerald 8s,221209,64383,https://www.mslottery.com/wp-content/uploads/2025/12/emerald8s-website-1024x1024.jpg?x25431,2,1,1004288.86,292298.82,783079.86,227915.82,502144.43,502144.43,0.0,4.54,-2.805348307644349e-06,8.71,8.315776399572737,0.04734110295655325,0.22026493510047965,0.22026450579913331,-4.2930134633301087e-07,0.11481775448343813,0.12025335361967882,0.005435599136240685,0.041353695798599106,0.030011344797517842,8.059536151641668,11.103236340283264,12.0,0.4,-0.017554554952347774,0.3998282574632738,-0.017554554952347774,0.29,0.29025589304836286,0.9999991998531843,,,,2026-04-04,88,41.333333333333336,36.333333333333336,57.0,44.333333333333336,45.166666666666664,44.833333333333336,42.5,10.0,/mississippi-statistics-for-each-scratch-off-game
15,5,229,100000,4.92,,,2nd Chance,12/02/2025,,,2026-04-04,Double the Money,230033,45959,https://www.mslottery.com/wp-content/uploads/2025/12/doublethemoney-thumb-1024x1024.jpg?x25431,2,1,1131762.3599999999,226118.28,901729.3599999999,180159.28,565881.1799999999,565881.1799999999,0.0,4.92,-1.2382899780538276e-06,4.92,4.919998435007151,-9.202022933017614e-07,0.20325228420559177,0.2032520971723737,-1.8703321807977957e-07,0.20325228420559177,0.2032520971723737,-1.8703321807977957e-07,0.04532900075378727,0.04532900075378727,7.3524675486077165,7.3524675486077165,6.0,0.52,0.014995486574514286,0.5217187486179783,0.014995486574514286,0.27,0.2691212729235945,0.9999997702469252,,,,2026-04-04,123,33.666666666666664,32.333333333333336,88.0,56.666666666666664,56.166666666666664,53.36666666666666,58.0,20.0,/mississippi-statistics-for-each-scratch-off-game
16,2,228,25000,4.60,Top Prize Claimed,,,12/02/2025,,,2026-04-04,WINNER$ GALORE,201924,50984,https://www.mslottery.com/wp-content/uploads/2025/12/winnersgalorethumb-1024x1024.jpg?x25431,2,0,928850.3999999999,234526.4,726926.3999999999,183542.4,464425.19999999995,464425.19999999995,0.0,4.6,-1.7055649171243452e-06,9.03,8.522810687807384,0.05946359719342101,0.21739167512344046,0.21739139796522583,-2.771582146288143e-07,0.1107467828726879,0.11733218495989664,0.006585402087208744,0.04021907162074391,0.02860983964168544,8.28659494500171,11.64577912484227,12.0,0.35,-0.07900287035210043,0.3524854387146841,-0.07900287035210043,0.24,0.24047030441914785,0.9999995693601466,,,,2026-04-04,123,44.0,37.666666666666664,43.0,48.333333333333336,44.333333333333336,43.46666666666667,38.0,9.0,/mississippi-statistics-for-each-scratch-off-game
17,1,227,7000,4.78,Top Prize Claimed,,,12/02/2025,,,2026-04-04,Quick 7s,429694,91439,https://www.mslottery.com/wp-content/uploads/2025/12/quick7s-thumb-1024x1024.jpg?x25431,5,0,2053937.32,437078.42000000004,1624243.32,345639.42000000004,410787.46400000004,410787.46400000004,0.0,4.78,-9.609259593520701e-07,9.99,9.161549749989964,0.09088942741041078,0.20920522195123067,0.2092050535142996,-1.684369310694933e-07,0.10005765561295696,0.10915183863964668,0.009094183026689726,0.037049241949878874,0.021520093798696904,8.99615001735457,15.48391553967336,13.0,0.31,-0.22489375577757792,0.3076247260214424,-0.22489375577757792,0.16,0.1464939039005128,0.9999997823533695,,,,2026-04-04,123,51.0,53.333333333333336,29.0,51.333333333333336,44.833333333333336,45.900000000000006,44.0,6.0,/mississippi-statistics-for-each-scratch-off-game
18,20,225,100000,4.50,,,2nd Chance,11/04/2025,,,2026-04-04,"Full of $5,000s",181597,53307,https://www.mslottery.com/wp-content/uploads/2025/10/fullof5000s-thumb-1024x1024.jpg?x25431,3,1,817186.5,239881.5,635589.5,186574.5,272395.5,272395.5,0.0,4.5,-2.0843624872510545e-06,4.5,4.49999724665055,-1.4725079549310683e-06,0.22222268541485152,0.22222235819017946,-3.272246720531502e-07,0.22222268541485152,0.22222235819017946,-3.272246720531502e-07,0.03974216384648662,0.03974216384648662,8.3860782150707,8.3860782150707,5.0,0.53,0.0015667892567113634,0.5315010359303154,0.0015667892567113634,0.32,0.31558054104231403,0.9999993881445668,,,,2026-04-04,151,44.666666666666664,33.0,91.0,50.333333333333336,52.166666666666664,54.233333333333334,61.0,5.0,/mississippi-statistics-for-each-scratch-off-game
19,5,224,50000,4.05,Top Prize Claimed,,,11/04/2025,,,2026-04-04,Merry Multiplier,148921,17969,https://www.mslottery.com/wp-content/uploads/2025/10/merrymulti-thumb-1024x1024.jpg?x25431,2,0,603130.0499999999,72774.45,454209.04999999993,54805.45,301565.02499999997,301565.02499999997,0.0,4.05,-6.183488848088007e-06,7.56,6.808335308792486,0.11065632864599564,0.2469151070437244,0.2469136007162635,-1.5063274609039556e-06,0.13224503256657597,0.1468787823520634,0.014633749785487427,0.04058059890967599,0.02698460627304032,8.210352641737211,12.336886967102329,10.0,0.34,-0.046869891982082655,0.33915958996344847,-0.046869891982082655,0.11,0.10502659901104515,0.9999991628888227,,,,2026-04-04,151,43.0,39.333333333333336,38.0,29.0,37.0,37.266666666666666,24.0,13.0,/mississippi-statistics-for-each-scratch-off-game
20,2,223,500,4.40,,,2nd Chance,11/04/2025,,,2026-04-04,Candy Cane Cash,136670,21467,https://www.mslottery.com/wp-content/uploads/2025/10/candycanecash-thumb-1024x1024.jpg?x25431,10,1,601348.0,94454.8,464678.0,72987.8,60134.8,60134.8,0.0,4.4,-8.469659562178448e-06,8.8,7.851521086303695,0.12094909079296465,0.22727465221165857,0.22727272727272727,-1.9249389313080734e-06,0.11362144535964597,0.12736385587047766,0.013742410510831693,0.04566225791157623,0.031050507881278628,7.2974932738801686,10.724469794812437,12.0,0.33,-0.0973836737540904,0.3288161433078535,-0.0973836737540904,0.12,0.11423237032979283,0.9999984217607626,,,,2026-04-04,151,33.333333333333336,36.0,37.0,30.333333333333332,34.833333333333336,34.300000000000004,21.0,5.0,/mississippi-statistics-for-each-scratch-off-game
21,5,222,100000,4.04,Top Prize Claimed,,,10/07/2025,,,2026-04-04,Cash Money,279326,36620,https://www.mslottery.com/wp-content/uploads/2025/09/cashmoney-thumb-1024x1024.jpg?x25431,2,0,1128477.04,147944.8,849151.04,111324.79999999999,564238.52,564238.52,0.0,4.04,-5.407422227699625e-06,7.57,6.781957282113538,0.1163375210339346,0.2475260909533337,0.24752476124901082,-1.3297043228721606e-06,0.1320837614232412,0.14745005879605877,0.015366297372817556,0.0403763946496732,0.026300680945993277,8.253788040464055,12.665728317384477,9.0,0.35,-0.04296919580596428,0.3468204185367436,-0.04296919580596428,0.16,0.15788435823295205,0.9999991894653741,,,,2026-04-04,179,43.666666666666664,41.666666666666664,41.0,36.0,39.166666666666664,40.3,30.0,16.0,/mississippi-statistics-for-each-scratch-off-game
22,3,221,30000,4.09,,,2nd Chance,10/07/2025,,,2026-04-04,Bingo Night,336898,148241,https://www.mslottery.com/wp-content/uploads/2025/09/bingonight-thumb-1024x1024.jpg?x25431,2,1,1377912.82,606305.69,1041014.8200000001,458064.68999999994,688956.41,688956.41,0.0,4.09,-1.1380397896534639e-06,7.0,6.9239025566811385,0.011142304030690883,0.2444990557557665,0.24449892300814566,-1.3274762084014569e-07,0.14283570150336877,0.1444272203159563,0.001591518812587539,0.03049734745485668,0.020688137308058803,10.929106498180685,16.10929603156104,8.0,0.39,-0.008232317183805713,0.39005341096202956,-0.008232317183805713,0.42,0.4193402676766062,0.9999995733764881,,,,2026-04-04,179,58.0,55.333333333333336,52.0,60.0,48.166666666666664,54.7,64.0,3.0,/mississippi-statistics-for-each-scratch-off-game
23,1,204,5000,4.82,Top Prize Claimed,,,10/07/2025,,,2026-04-04,Lucky Numbers,521997,106151,https://www.mslottery.com/wp-content/uploads/2025/09/luckynumbersthumb-1024x1024.jpg?x25431,2,0,2516025.54,511647.82,1994028.54,405496.82,1258012.77,1258012.77,0.0,4.82,-1.602664895584919e-06,9.95,9.300114217278967,0.06952177894698013,0.20746921217167305,0.20746892419590426,-2.8797576878680786e-07,0.10053611181146377,0.10752556115300921,0.0069894493415454395,0.03704359861019587,0.02262923050831616,8.997643091171222,14.725993723282437,13.0,0.31,-0.213542283593229,0.3126647864641051,-0.213542283593229,0.14,0.13096292839425003,0.999999645681608,,,,2026-04-04,179,51.333333333333336,51.666666666666664,32.0,45.666666666666664,41.166666666666664,44.36666666666666,41.0,5.0,/mississippi-statistics-for-each-scratch-off-game
24,10,226,200000,3.99,,,2nd Chance,09/10/2025,,,2026-04-04,Wild Cherry,441846,197595,https://www.mslottery.com/wp-content/uploads/2025/09/wildcherry-thumb-1024x1024.jpg?x25431,4,3,1762965.54,788404.05,1321119.54,590809.05,440741.385,440741.385,0.0,3.99,-6.341925826040521e-08,6.7,6.637644436579682,0.008736201320066249,0.25062658231059204,0.25062664318350053,6.087290849166038e-08,0.14935109410911157,0.15065585533462095,0.0013047612255093766,0.03774788675982853,0.02881370236162065,8.830121788276573,11.567433547056444,8.0,0.49,0.005832564166623898,0.48861877920457025,0.005832564166623898,0.5,0.5070511179705381,1.0000001964882599,,,,2026-04-04,206,49.333333333333336,37.333333333333336,85.0,81.33333333333333,68.83333333333333,64.36666666666666,89.0,12.0,/mississippi-statistics-for-each-scratch-off-game
25,5,219,500,4.12,,,2nd Chance,08/29/2025,,,2026-04-04,$500 Loaded,250434,14247,https://www.mslottery.com/wp-content/uploads/2025/08/500load-thumb.jpg?x25431,1215,52,1031788.0800000001,58697.64,781354.0800000001,44450.64,849.2082962962963,849.2082962962963,0.0,4.12,-1.0903334444157991e-05,7.17,6.273869316177991,0.14318052208971624,0.24272109307119613,0.2427184654211912,-2.6276500049438045e-06,0.1394279094331908,0.15939127029971273,0.019963360866521923,0.042657891465075856,0.033305195136937076,7.809823633801387,9.996223921502517,9.0,0.35,-0.04217954856183231,0.35231783566451436,-0.04217954856183231,0.05,0.04596101741782529,0.999999346978997,,,,2026-04-04,218,38.0,34.333333333333336,42.0,20.0,36.0,34.06666666666667,20.0,12.0,/mississippi-statistics-for-each-scratch-off-game
26,2,218,100,4.70,,,2nd Chance,08/29/2025,,,2026-04-04,$100 Loaded,267045,29548,https://www.mslottery.com/wp-content/uploads/2025/08/100loadedthumb.jpg?x25431,3046,195,1255111.5,138875.6,988066.5,109327.6,412.05236375574526,412.05236375574526,0.0,4.7,-4.3204133772222605e-06,9.03,7.928034968701244,0.13864736029568792,0.21276687668766878,0.21276604220662554,-8.344810432381333e-07,0.11077587758775878,0.1261346605997398,0.015358783011981014,0.03862428355145678,0.02437514389115409,8.627629401003748,13.66298765576752,12.0,0.3,-0.1446728479825938,0.3000972097209721,-0.1446728479825938,0.09,0.08040919572495756,0.9999995120422644,,,,2026-04-04,218,47.0,47.0,24.0,35.666666666666664,36.0,37.93333333333333,25.0,6.0,/mississippi-statistics-for-each-scratch-off-game
27,5,217,100000,4.01,Top Prize Claimed,,,08/05/2025,,,2026-04-04,Break the Bank,256110,20801,https://www.mslottery.com/wp-content/uploads/2025/07/breakthebank-thumb.jpg?x25431,2,0,1027001.1,83412.01,770891.1,62611.009999999995,513500.55,513500.55,0.0,4.01,-1.1988681236447182e-07,7.96,6.694572642886942,0.18844383971149659,0.24937658850045558,0.24937658288550837,-5.614947201637577e-09,0.12568934925430394,0.14937473283862432,0.023685383584320374,0.0411476809873052,0.02518050111794058,8.097748402050776,13.22106239918268,10.0,0.28,-0.07440000716604636,0.27852107610415766,-0.07440000716604636,0.04,0.031339728901756424,0.9999999980096215,,,,2026-04-04,242,42.0,44.333333333333336,16.0,35.0,52.666666666666664,38.0,26.0,14.0,/mississippi-statistics-for-each-scratch-off-game
28,2,215,25000,4.66,,,2nd Chance,08/05/2025,04/01/2026,06/30/2026,2026-04-04,Cruisin’ the Coast 2025,377198,145872,https://www.mslottery.com/wp-content/uploads/2025/07/cruisin-thumb.jpg?x25431,2,1,1757742.6800000002,679763.52,1380544.6800000002,533891.52,878871.3400000001,878871.3400000001,0.0,4.66,-7.649719126147887e-07,8.99,8.725103991899056,0.030922442748489553,0.21459243883529994,0.2145923576952704,-8.114002952863686e-08,0.11117404154094883,0.11461181447561701,0.003437772934668182,0.0207977161934861,0.01553105775555358,16.025640022581083,21.456278067208665,10.0,0.4,-0.021758498131282063,0.40209308244196873,-0.021758498131282063,0.38,0.37374060814147275,0.9999997615660291,,,,2026-04-04,242,59.666666666666664,58.666666666666664,61.0,63.333333333333336,55.166666666666664,59.56666666666666,77.0,27.0,/mississippi-statistics-for-each-scratch-off-game
29,1,214,5000,4.84,,,2nd Chance,08/05/2025,,,2026-04-04,Cash on the Spot,486076,73720,https://www.mslottery.com/wp-content/uploads/2025/07/cashonthespot-thumb.jpg?x25431,2,1,2352607.84,356804.8,1866531.8399999999,283084.8,1176303.92,1176303.92,0.0,4.84,-2.242122303246827e-06,10.2,9.376447753341889,0.08822972112584557,0.2066120334973823,0.20661164401874177,-3.8947864053340275e-07,0.09800338561226891,0.1066501969942281,0.00864681138195919,0.037810510177796366,0.02310990620602623,8.81483678698678,14.417881731979858,13.0,0.3,-0.27302183284463316,0.30036939047768524,-0.27302183284463316,0.14,0.134956603572413,0.9999996629914685,,,,2026-04-04,242,49.0,50.666666666666664,26.0,47.333333333333336,37.166666666666664,42.03333333333333,36.0,3.0,/mississippi-statistics-for-each-scratch-off-game
30,10,212,200000,3.83,,,2nd Chance,07/01/2025,,,2026-04-04,Triple Red 7s,449979,164335,https://www.mslottery.com/wp-content/uploads/2025/06/triplered7s.jpg?x25431,4,2,1723419.57,629403.05,1273440.57,465068.05000000005,430854.8925,430854.8925,0.0,3.83,-7.944035229460569e-08,6.66,6.552226378940645,0.01602862135611367,0.2610966264857333,0.2610966920986713,6.561293802720414e-08,0.15021218519771912,0.15261987943732777,0.0024076942396086543,0.04199571088056076,0.03211450406533273,7.936935159512674,10.378386713566206,8.0,0.46,0.0001346226630885746,0.45888564242623564,0.0001346226630885746,0.33,0.33104342517555463,1.0000001445750164,,,,2026-04-04,277,39.0,35.0,76.0,73.0,67.16666666666667,58.03333333333334,74.0,8.0,/mississippi-statistics-for-each-scratch-off-game
