Description,prizeamount,TierLevel,Odds,PrizesWon,Winning Tickets Unclaimed,Winning Tickets At Start,gameNumber,gameName,dateexported
200.00,200.0,1,0.003968000004533678,515,715,1230,1656,Mega 50X Multiplier,2026-04-22
400.00,400.0,1,0.0006677900018985383,84,123,207,1656,Mega 50X Multiplier,2026-04-22
500.00,500.0,1,0.00033228999745915644,40,63,103,1656,Mega 50X Multiplier,2026-04-22
1000.00,1000.0,1,0.00017742999443726148,22,33,55,1656,Mega 50X Multiplier,2026-04-22
10000.00,10000.0,1,1.61300004037912e-05,3,2,5,1656,Mega 50X Multiplier,2026-04-22
120000.00,120000.0,1,6.450000000768341e-06,0,2,2,1656,Mega 50X Multiplier,2026-04-22
30.00,30.0,1,0.08751092851161957,9127,26896,36023,1657,Mega 100X Multiplier,2026-04-22
50.00,50.0,1,0.10000000149011612,10538,30626,41164,1657,Mega 100X Multiplier,2026-04-22
60.00,60.0,1,0.02503887005150318,2663,7644,10307,1657,Mega 100X Multiplier,2026-04-22
100.00,100.0,1,0.04989311099052429,5299,15239,20538,1657,Mega 100X Multiplier,2026-04-22
200.00,200.0,1,0.024946559686213732,2588,7681,10269,1657,Mega 100X Multiplier,2026-04-22
300.00,300.0,1,0.0032892899980652146,347,1007,1354,1657,Mega 100X Multiplier,2026-04-22
500.00,500.0,1,0.0019094400049652904,199,587,786,1657,Mega 100X Multiplier,2026-04-22
1000.00,1000.0,1,1.943999927789264e-05,2,6,8,1657,Mega 100X Multiplier,2026-04-22
5000.00,5000.0,1,1.214999997500854e-05,1,4,5,1657,Mega 100X Multiplier,2026-04-22
25000.00,25000.0,1,9.720000207380508e-06,1,3,4,1657,Mega 100X Multiplier,2026-04-22
150000.00,150000.0,1,4.859999990003416e-06,1,1,2,1657,Mega 100X Multiplier,2026-04-22
2.00,2.0,1,0.10252904146909714,23387,33978,57365,1662,Turtle Tripler,2026-04-22
4.00,4.0,1,0.052484359592199326,12585,16780,29365,1662,Turtle Tripler,2026-04-22
5.00,5.0,1,0.029998209327459335,7274,9510,16784,1662,Turtle Tripler,2026-04-22
10.00,10.0,1,0.012495079776272178,3142,3849,6991,1662,Turtle Tripler,2026-04-22
15.00,15.0,1,0.007495969999581575,1919,2275,4194,1662,Turtle Tripler,2026-04-22
20.00,20.0,1,0.007504909997805953,1976,2223,4199,1662,Turtle Tripler,2026-04-22
30.00,30.0,1,0.0032922199461609125,874,968,1842,1662,Turtle Tripler,2026-04-22
50.00,50.0,1,0.0018302099779248238,486,538,1024,1662,Turtle Tripler,2026-04-22
100.00,100.0,1,0.00092224997933954,265,251,516,1662,Turtle Tripler,2026-04-22
8000.00,8000.0,1,3.569999989849748e-06,0,2,2,1662,Turtle Tripler,2026-04-22
2.00,2.0,1,0.10248015075922012,12075,43418,55493,1663,Extreme 8s,2026-04-22
4.00,4.0,1,0.05255031958222389,6449,22007,28456,1663,Extreme 8s,2026-04-22
5.00,5.0,1,0.03002030961215496,3740,12516,16256,1663,Extreme 8s,2026-04-22
10.00,10.0,1,0.0124764502979815,1653,5103,6756,1663,Extreme 8s,2026-04-22
15.00,15.0,1,0.007466289913281798,988,3055,4043,1663,Extreme 8s,2026-04-22
20.00,20.0,1,0.007523539941757917,989,3085,4074,1663,Extreme 8s,2026-04-22
30.00,30.0,1,0.003287160099716857,461,1319,1780,1663,Extreme 8s,2026-04-22
50.00,50.0,1,0.0018301099771633744,252,739,991,1663,Extreme 8s,2026-04-22
100.00,100.0,1,0.0009270599985029548,146,356,502,1663,Extreme 8s,2026-04-22
8000.00,8000.0,1,3.690000085043721e-06,1,1,2,1663,Extreme 8s,2026-04-22
