,gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,Prize Probability,Percent Tix Remaining,Starting Expected Value,Expected Value,dateexported
9,1721,7-11-21,15,10921.0,3240.0,0.004854478031239465,0.2966761285596557,0.04985164559273292,0.04854478031239465,9/24/2023 12:25:03 AM
10,1721,7-11-21,10,153258.0,45955.0,0.06885417837210174,0.29985384123504155,0.3497923038298261,0.3442708918605087,9/24/2023 12:25:03 AM
11,1721,7-11-21,5,405228.0,125905.0,0.1886429186800015,0.3107016296998233,0.0,0.0,9/24/2023 12:25:03 AM
12,1721,7-11-21,0,1528857.33,465786.08999999997,0.6978852904820766,0.30466288832850086,-3.489426507509015,-3.489426452410383,9/24/2023 12:25:03 AM
13,1721,7-11-21,Total,2190700.33,667425.09,1.0000001348466119,0.30466288832850086,,,9/24/2023 12:25:03 AM
0,1723,GEM 7,250000,3.0,1.0,9.93401825077833e-07,0.3333333333333333,0.27902112497632875,0.24834052225120748,9/24/2023 12:25:03 AM
1,1723,GEM 7,500,320.0,122.0,0.00012119502265949563,0.38125,0.05833634998238376,0.05938556110315286,9/24/2023 12:25:03 AM
2,1723,GEM 7,200,659.0,234.0,0.00023245602706821293,0.3550834597875569,0.04658351008478488,0.04416664514296045,9/24/2023 12:25:03 AM
3,1723,GEM 7,100,44942.0,16328.0,0.016220264999870858,0.36331271416492367,1.5048322811335855,1.459823849988377,9/24/2023 12:25:03 AM
4,1723,GEM 7,50,81484.0,29858.0,0.02966099169317394,0.36642776495999213,1.2126222300929996,1.1864396677269575,9/24/2023 12:25:03 AM
5,1723,GEM 7,25,78465.0,29317.0,0.02912356130580683,0.37363155547059196,0.4378853668400263,0.43685341958710244,9/24/2023 12:25:03 AM
6,1723,GEM 7,20,215153.0,79912.0,0.0793847266456198,0.37141940851394123,0.8004617798316207,0.793847266456198,9/24/2023 12:25:03 AM
7,1723,GEM 7,10,376559.0,142935.0,0.14199188986750005,0.37958195130112415,0.0,0.0,9/24/2023 12:25:03 AM
8,1723,GEM 7,0,1890276.4500000002,707935.5900000001,0.7032645071435526,0.37451431508867394,-7.032642126955226,-7.032645071435526,9/24/2023 12:25:03 AM
9,1723,GEM 7,Total,2687861.45,1006642.5900000001,1.0000005861070769,0.37451431508867394,,,9/24/2023 12:25:03 AM
0,1726,LOTERIA 25TH EDITION,20000,5.0,0.0,0.0,0.0,0.01814897185774938,0.0,9/24/2023 12:25:03 AM
1,1726,LOTERIA 25TH EDITION,200,367.0,34.0,4.3452644924155966e-05,0.09264305177111716,0.013189450835235688,0.008603623694982881,9/24/2023 12:25:03 AM
2,1726,LOTERIA 25TH EDITION,50,3120.0,351.0,0.0004485846578934925,0.1125,0.027182618516017068,0.02153206357888764,9/24/2023 12:25:03 AM
3,1726,LOTERIA 25TH EDITION,20,68850.0,7679.0,0.00981390765801746,0.11153231663035584,0.2249427025033384,0.17665033784431428,9/24/2023 12:25:03 AM
4,1726,LOTERIA 25TH EDITION,15,55065.0,5468.0,0.006988207718978965,0.09930082629619541,0.12993150074518056,0.09084670034672654,9/24/2023 12:25:03 AM
5,1726,LOTERIA 25TH EDITION,10,82613.0,9394.0,0.012005710188750622,0.11371091716800019,0.1199592768944294,0.09604568151000498,9/24/2023 12:25:03 AM
6,1726,LOTERIA 25TH EDITION,5,288951.0,36887.0,0.04714228568580415,0.12765832269139057,0.15734064108216445,0.14142685705741245,9/24/2023 12:25:03 AM
7,1726,LOTERIA 25TH EDITION,3,316658.0,47673.0,0.06092699827850845,0.150550436117199,0.057475918897201744,0.06092699827850845,9/24/2023 12:25:03 AM
8,1726,LOTERIA 25TH EDITION,2,702113.0,108068.0,0.13811295387246136,0.153918243929396,0.0,0.0,9/24/2023 12:25:03 AM
9,1726,LOTERIA 25TH EDITION,0,3991661.46,566907.02,0.7245179248550407,0.14202282074291941,-1.4490359336574217,-1.4490358497100815,9/24/2023 12:25:03 AM
10,1726,LOTERIA 25TH EDITION,Total,5509403.46,782461.02,1.0000000255603794,0.14202282074291941,,,9/24/2023 12:25:03 AM
0,1729,CASH PARTY,50000,4.0,0.0,0.0,0.0,0.09045549348180373,0.0,9/24/2023 12:25:03 AM
1,1729,CASH PARTY,1000,6.0,1.0,1.8301476563129113e-06,0.16666666666666666,0.00270036651708355,0.0018209969180313468,9/24/2023 12:25:03 AM
2,1729,CASH PARTY,500,8.0,3.0,5.4904429689387336e-06,0.375,0.001791197890728787,0.002717769269624673,9/24/2023 12:25:03 AM
3,1729,CASH PARTY,100,219.0,44.0,8.05264968777681e-05,0.2009132420091324,0.009410573766821315,0.00765001720338797,9/24/2023 12:25:03 AM
4,1729,CASH PARTY,75,188.0,35.0,6.40551679709519e-05,0.18617021276595744,0.0059525667277754634,0.004483861757966633,9/24/2023 12:25:03 AM
5,1729,CASH PARTY,50,46057.0,10317.0,0.018881633370180305,0.22400503723646786,0.9374681960601788,0.8496735016581137,9/24/2023 12:25:03 AM
6,1729,CASH PARTY,30,18046.0,4061.0,0.007432229632286733,0.2250360190623961,0.2040653859601748,0.18580574080716833,9/24/2023 12:25:03 AM
7,1729,CASH PARTY,25,6651.0,1557.0,0.0028495399008792027,0.23410013531799728,0.06016796551129879,0.056990798017584055,9/24/2023 12:25:03 AM
8,1729,CASH PARTY,20,22110.0,5113.0,0.009357544966727915,0.23125282677521483,0.15001282334853588,0.14036317450091873,9/24/2023 12:25:03 AM
