gameNumber,gameName,prizeamount,Winning Tickets At Start,Winning Tickets Unclaimed,dateexported
718,Lucky Numbers,1000000.0,3,3,2026-01-02
718,Lucky Numbers,10000.0,21,19,2026-01-02
718,Lucky Numbers,1000.0,201,189,2026-01-02
718,Lucky Numbers,500.0,1202,1058,2026-01-02
718,Lucky Numbers,100.0,91771,80732,2026-01-02
718,Lucky Numbers,50.0,239403,210780,2026-01-02
718,Lucky Numbers,30.0,159622,141073,2026-01-02
718,Lucky Numbers,20.0,498770,440236,2026-01-02
718,Lucky Numbers,10.0,598524,529872,2026-01-02
718,Lucky Numbers,0.0,1589517,1403962,2026-01-02
732,Max $,4000000.0,3,3,2026-01-02
732,Max $,15000.0,21,19,2026-01-02
732,Max $,3000.0,501,475,2026-01-02
732,Max $,1000.0,1990,1910,2026-01-02
732,Max $,500.0,16859,15581,2026-01-02
732,Max $,250.0,119204,110046,2026-01-02
732,Max $,100.0,317911,293448,2026-01-02
732,Max $,50.0,715266,661110,2026-01-02
732,Max $,30.0,725342,670477,2026-01-02
732,Max $,0.0,1897097,1753069,2026-01-02
731,Linked Wins,500000.0,3,3,2026-01-02
731,Linked Wins,2000.0,11,11,2026-01-02
731,Linked Wins,500.0,213,182,2026-01-02
731,Linked Wins,100.0,6407,5706,2026-01-02
731,Linked Wins,50.0,131108,116356,2026-01-02
731,Linked Wins,25.0,320131,284302,2026-01-02
731,Linked Wins,10.0,720503,642448,2026-01-02
731,Linked Wins,5.0,800499,716705,2026-01-02
731,Linked Wins,0.0,1978875,1765713,2026-01-02
723,Holiday Colors,500.0,400,207,2026-01-02
723,Holiday Colors,50.0,1042,571,2026-01-02
723,Holiday Colors,20.0,13616,7998,2026-01-02
723,Holiday Colors,10.0,142506,86309,2026-01-02
723,Holiday Colors,5.0,400530,249829,2026-01-02
723,Holiday Colors,2.0,644888,419653,2026-01-02
723,Holiday Colors,1.0,984162,653994,2026-01-02
723,Holiday Colors,0.0,2187144,1418561,2026-01-02
730,25 Days of Winning,500000.0,2,2,2026-01-02
730,25 Days of Winning,1000.0,10,7,2026-01-02
730,25 Days of Winning,500.0,357,157,2026-01-02
730,25 Days of Winning,100.0,55011,24202,2026-01-02
730,25 Days of Winning,50.0,140414,62068,2026-01-02
730,25 Days of Winning,30.0,83985,37365,2026-01-02
730,25 Days of Winning,20.0,359779,164939,2026-01-02
730,25 Days of Winning,10.0,359668,166525,2026-01-02
730,25 Days of Winning,0.0,999226,455265,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,300000.0,2,2,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,2000.0,10,6,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,500.0,194,97,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,100.0,2825,1518,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,50.0,65431,35985,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,20.0,398267,227830,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,10.0,489478,286450,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,5.0,557696,336572,2026-01-02
729,NATIONAL LAMPOON'S CHRISTMAS VACATION,0.0,1513903,888460,2026-01-02
724,Holiday Doubler,10000.0,3,3,2026-01-02
724,Holiday Doubler,1000.0,10,9,2026-01-02
724,Holiday Doubler,100.0,562,324,2026-01-02
724,Holiday Doubler,50.0,2781,1621,2026-01-02
724,Holiday Doubler,20.0,83740,50734,2026-01-02
724,Holiday Doubler,10.0,376832,234669,2026-01-02
724,Holiday Doubler,5.0,690792,445114,2026-01-02
724,Holiday Doubler,2.0,722405,478651,2026-01-02
724,Holiday Doubler,0.0,1877125,1211125,2026-01-02
702,Superstar Bonus,500000.0,3,3,2026-01-02
702,Superstar Bonus,1000.0,26,22,2026-01-02
702,Superstar Bonus,250.0,17880,13789,2026-01-02
702,Superstar Bonus,100.0,3979,3095,2026-01-02
702,Superstar Bonus,50.0,79451,61714,2026-01-02
702,Superstar Bonus,20.0,238302,185633,2026-01-02
702,Superstar Bonus,10.0,905483,709151,2026-01-02
702,Superstar Bonus,5.0,730922,576916,2026-01-02
702,Superstar Bonus,0.0,1976046,1550323,2026-01-02
720,Golden Key,1000000.0,3,3,2026-01-02
720,Golden Key,10000.0,21,18,2026-01-02
720,Golden Key,2000.0,107,90,2026-01-02
720,Golden Key,500.0,1064,788,2026-01-02
720,Golden Key,200.0,2122,1584,2026-01-02
720,Golden Key,100.0,138629,102652,2026-01-02
720,Golden Key,50.0,157951,117263,2026-01-02
720,Golden Key,30.0,177615,131833,2026-01-02
720,Golden Key,20.0,526660,392207,2026-01-02
720,Golden Key,10.0,631656,473150,2026-01-02
720,Golden Key,0.0,1635828,1219588,2026-01-02
722,Millionaire Maker,6000000.0,2,2,2026-01-02
722,Millionaire Maker,1000000.0,12,12,2026-01-02
722,Millionaire Maker,10000.0,60,53,2026-01-02
722,Millionaire Maker,1000.0,2606,2286,2026-01-02
722,Millionaire Maker,500.0,86304,72129,2026-01-02
722,Millionaire Maker,200.0,258122,215469,2026-01-02
722,Millionaire Maker,150.0,154661,129014,2026-01-02
722,Millionaire Maker,100.0,889802,743235,2026-01-02
722,Millionaire Maker,75.0,1031747,862165,2026-01-02
722,Millionaire Maker,0.0,2423316,2024365,2026-01-02
659,Jungle Cashword,300000.0,3,3,2026-01-02
659,Jungle Cashword,10000.0,10,7,2026-01-02
659,Jungle Cashword,2000.0,68,56,2026-01-02
659,Jungle Cashword,100.0,8527,6187,2026-01-02
659,Jungle Cashword,75.0,11919,8711,2026-01-02
659,Jungle Cashword,50.0,90708,66042,2026-01-02
659,Jungle Cashword,30.0,93329,68280,2026-01-02
659,Jungle Cashword,20.0,509055,372526,2026-01-02
659,Jungle Cashword,10.0,1018110,751563,2026-01-02
659,Jungle Cashword,5.0,1018110,756628,2026-01-02
659,Jungle Cashword,0.0,2749839,2030003,2026-01-02
717,Epic Wild Time,1000000.0,3,3,2026-01-02
717,Epic Wild Time,10000.0,125,98,2026-01-02
717,Epic Wild Time,1000.0,202,170,2026-01-02
717,Epic Wild Time,500.0,3904,3030,2026-01-02
717,Epic Wild Time,100.0,20802,16227,2026-01-02
717,Epic Wild Time,75.0,26366,20470,2026-01-02
717,Epic Wild Time,60.0,74587,57936,2026-01-02
717,Epic Wild Time,50.0,198520,154369,2026-01-02
717,Epic Wild Time,30.0,352865,274888,2026-01-02
717,Epic Wild Time,20.0,778775,608150,2026-01-02
717,Epic Wild Time,15.0,129782,101780,2026-01-02
717,Epic Wild Time,10.0,648744,509219,2026-01-02
717,Epic Wild Time,0.0,2234675,1746340,2026-01-02
713,"Win $100, $200 or $500",500.0,22045,15765,2026-01-02
713,"Win $100, $200 or $500",200.0,171073,122659,2026-01-02
713,"Win $100, $200 or $500",100.0,828117,593318,2026-01-02
713,"Win $100, $200 or $500",0.0,1021235,731742,2026-01-02
710,Cherry Jackpot,50000.0,5,4,2026-01-02
710,Cherry Jackpot,200.0,214,102,2026-01-02
710,Cherry Jackpot,100.0,3356,1599,2026-01-02
710,Cherry Jackpot,40.0,13631,7003,2026-01-02
710,Cherry Jackpot,20.0,78535,39653,2026-01-02
710,Cherry Jackpot,10.0,196192,102692,2026-01-02
710,Cherry Jackpot,5.0,172625,90859,2026-01-02
710,Cherry Jackpot,4.0,282640,157492,2026-01-02
710,Cherry Jackpot,2.0,612455,333704,2026-01-02
710,Cherry Jackpot,0.0,1359653,733108,2026-01-02
655,Quick $200,200.0,7482,4676,2026-01-02
655,Quick $200,40.0,3777,2372,2026-01-02
655,Quick $200,20.0,75121,47685,2026-01-02
655,Quick $200,10.0,206542,131322,2026-01-02
655,Quick $200,5.0,187722,120999,2026-01-02
655,Quick $200,4.0,507015,325026,2026-01-02
655,Quick $200,2.0,638465,415745,2026-01-02
655,Quick $200,0.0,1626124,1047825,2026-01-02
705,Detroit Lions,500000.0,3,2,2026-01-02
705,Detroit Lions,2000.0,10,3,2026-01-02
705,Detroit Lions,500.0,272,107,2026-01-02
705,Detroit Lions,100.0,5209,2127,2026-01-02
705,Detroit Lions,50.0,87198,35200,2026-01-02
705,Detroit Lions,20.0,425205,175953,2026-01-02
705,Detroit Lions,15.0,229099,95728,2026-01-02
705,Detroit Lions,10.0,703312,301608,2026-01-02
705,Detroit Lions,5.0,621649,271010,2026-01-02
705,Detroit Lions,0.0,2071957,881738,2026-01-02
711,Lady Luck 777,1000000.0,3,2,2026-01-02
711,Lady Luck 777,1000.0,600,326,2026-01-02
711,Lady Luck 777,600.0,1219,560,2026-01-02
711,Lady Luck 777,300.0,7162,3330,2026-01-02
711,Lady Luck 777,100.0,77424,35908,2026-01-02
711,Lady Luck 777,50.0,193336,89716,2026-01-02
711,Lady Luck 777,30.0,183493,85619,2026-01-02
711,Lady Luck 777,20.0,534850,251175,2026-01-02
711,Lady Luck 777,10.0,662124,318662,2026-01-02
711,Lady Luck 777,0.0,1660211,785298,2026-01-02
716,Legendary Wild Time,2000000.0,3,3,2026-01-02
716,Legendary Wild Time,10000.0,11,9,2026-01-02
716,Legendary Wild Time,1000.0,811,587,2026-01-02
716,Legendary Wild Time,500.0,8158,5539,2026-01-02
716,Legendary Wild Time,200.0,52002,35055,2026-01-02
716,Legendary Wild Time,100.0,234537,158216,2026-01-02
716,Legendary Wild Time,50.0,326309,221073,2026-01-02
716,Legendary Wild Time,40.0,489572,331279,2026-01-02
716,Legendary Wild Time,20.0,764433,519710,2026-01-02
716,Legendary Wild Time,0.0,1875836,1271471,2026-01-02
714,Spectacular Wild Time,500000.0,3,2,2026-01-02
714,Spectacular Wild Time,25000.0,10,7,2026-01-02
714,Spectacular Wild Time,2500.0,15,9,2026-01-02
714,Spectacular Wild Time,500.0,333,212,2026-01-02
714,Spectacular Wild Time,250.0,848,514,2026-01-02
714,Spectacular Wild Time,100.0,27272,17133,2026-01-02
714,Spectacular Wild Time,50.0,69720,43097,2026-01-02
714,Spectacular Wild Time,25.0,453620,287295,2026-01-02
714,Spectacular Wild Time,15.0,403027,256819,2026-01-02
714,Spectacular Wild Time,10.0,1183546,740614,2026-01-02
714,Spectacular Wild Time,5.0,1335447,866542,2026-01-02
714,Spectacular Wild Time,0.0,3473841,2212244,2026-01-02
707,Blazing Suits,1000000.0,3,2,2026-01-02
707,Blazing Suits,2000.0,20,14,2026-01-02
707,Blazing Suits,500.0,191,122,2026-01-02
707,Blazing Suits,200.0,6146,3967,2026-01-02
707,Blazing Suits,100.0,101880,66251,2026-01-02
707,Blazing Suits,50.0,203853,132476,2026-01-02
707,Blazing Suits,30.0,203777,132637,2026-01-02
707,Blazing Suits,20.0,509572,332869,2026-01-02
